nickname,llm_name,primary_metaphor,tell_mechanism,his_language,her_experience,what_expert_notices,signal_strength,scope,citation,,
Adrenaline Ainsley,"The addict, self-advertisement",Energy-as-Compass,self-advertisement,"I'm impulsive about the things that excite me, no apologies.","He sounds intuitive and alive, like he follows real chemistry.",Energy replaces responsibility; he can drift toward any new high.,cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",Burnout-as-Passion,self-advertisement,I want every week to top the last one. Stillness makes me itch.,He sounds passionate and brave.,Burning bright can mean burning out relationships and people around him.,cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",Disinhibition-as-Authenticity,self-advertisement,I'm the person who'll book the trip at midnight because why wait.,He sounds authentic and raw.,Unfiltered may mean poor inhibition and disregard for consequences.,cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, self-advertisement",Next-High,self-advertisement,I'd rather feel everything intensely than settle for comfortable.,He sounds emotionally honest and alive.,He is announcing chronic dissatisfaction; the next feeling will outrank the current bond.,cover,pattern,self-advertisement,push-pull;manufactured-urgency,
Adrenaline Ainsley,"The addict, target-search",Chaos-Bonding,target-search,I want someone adventurous who loves a thrill.,"He is exciting and full of life, he wants a partner to share amazing adrenaline rushes.",He is selecting for a target who will mistake instability and danger for romantic excitement.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Instability-Pre-screen,target-search,I need a partner who is spontaneous and never boring.,"He loves keeping life fresh and dynamic, he wants to avoid a stagnant relationship.",He is pre-screening for someone who won't complain when his reckless choices disrupt their lives.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",High-Chaser,target-search,I like a woman who's always down for the next adventure.,"He is fun and energetic, always planning the next incredible trip or activity, He is seeking a target who will constantly chase the next high with him, ignoring accumulating consequences.",,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Chaos-Bonding,target-search,I want someone who handles chaos with a smile.,He is resilient and looks for a partner who doesn't fold under pressure.,He is looking for a target who will normalize a chaotic unpredictable home life caused by his habits.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Instability-Pre-screen,target-search,I need a partner who can live life at full throttle.,He has an intense passionate approach to living and wants an equal match.,"He is searching for someone who will keep up with his manic pacing, preventing her from pausing to assess reality.",cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",High-Chaser,target-search,I like a girl who loves breaking out of her comfort zone.,"He inspires me to grow and try things I'd never do alone, which is amazing.",He is systematically breaking down her self-protective boundaries under the guise of personal growth.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Chaos-Bonding,target-search,I want someone who doesn't care about a predictable routine.,He is a free spirit who hates boring repetitive domestic schedules.,He is securing an excuse for his total inability to maintain a stable dependable life.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Instability-Pre-screen,target-search,I need a partner who finds safety boring.,He is daring and values raw authentic living over a safe sheltered existence.,He is pre-framing her natural desires for emotional or physical safety as boring and pedestrian.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",High-Chaser,target-search,I love a woman who can match my high intensity.,"He is incredibly electric and passionate, our energy together is so intense.",He is filtering for a target who is easily controlled by intense emotional and neurological highs.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Chaos-Bonding,target-search,I want someone who can make a high-stakes decision on a whim.,"He is bold and confident, trusting his instincts instantly without hesitation.",He is looking for an impulsive target who can be pressured into massive financial or legal risks quickly.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Instability-Pre-screen,target-search,I need a partner who loves a good wild card scenario.,He keeps me on my toes and makes life feel unpredictable and thrilling.,He is screening for someone who will tolerate financial instability or legal trouble as an adventure.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",High-Chaser,target-search,I like a woman who doesn't let fear dictate her choices.,He is courageous and wants a partner who faces the world boldly with him.,He is setting up a mechanism to shame her as fearful if she questions his dangerous behavior.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Chaos-Bonding,target-search,I want someone who finds peace in intense movement.,He is a dynamic person who expresses his peace through activity and passion.,He is looking for a restless target who won't ask for calm intimate emotional processing.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Instability-Pre-screen,target-search,I need a partner who treats life like an amusement park ride.,He wants a fun joyous exhilarating relationship filled with constant laughter.,He is directly stating that he lacks emotional gravity and will treat serious issues as a joke.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",High-Chaser,target-search,I love a girl who jumps into fire with me.,He is fiercely loyal and wants an intense all-consuming ride-or-die connection.,He is recruiting a co-dependent enabler to go down in flames with him when his choices catch up.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Chaos-Bonding,target-search,I want someone who can laugh while everything is on fire.,He has a brilliant sense of humor and remains cool under massive stress.,"He is pre-screening for a target who will laugh off crises, evading accountability for creating them.",cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Instability-Pre-screen,target-search,I need a partner who doesn't try to slow me down.,He respects his own momentum and wants a woman who can run at his pace.,He is warning her that he will ride roughshod over any boundaries or red lights she tries to set.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",High-Chaser,target-search,I like a woman who embraces a life of pure intensity.,He is deeply passionate and refuses to settle for a dull ordinary relationship.,"He is selecting for a target who requires high drama to feel loved, making her easy to cycle through.",cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Chaos-Bonding,target-search,I want someone who lives for the rush of the unknown.,He is comfortable with uncertainty and wants a relationship that feels completely fresh.,"He is hunting for someone who will overlook his lack of a stable job, home, or history.",cover,pattern,target-search,,Explorer
Adrenaline Ainsley,"The addict, target-search",Instability-Pre-screen,target-search,I need a partner who can survive a whirlwind and love it.,He knows he is a force of nature and wants a woman strong enough to stay.,He is framing his destructive chaotic behavior as an inherent untamable trait she must survive.,cover,pattern,target-search,,Explorer
Adrenaline Ainsley,The Addict / Thrill-Seeker,The-High-as-a-Place-to-Get-To,intensity-as-aliveness,"Get up, we're leaving. There's a place I want to take you. Don't ask, just trust me.","He's so certain and urgent that I just grabbed my jacket and followed. It felt like being let in on a secret, like I was the one chosen for whatever this was.","He uses urgency and confident leading to create a rush of intimacy. She feels chosen and trusting, not yet aware that her ability to pause and ask is being bypassed.",cover,snippet,snippet,,
